id,czech_word,english_translation
5524,výstav Nejsvětější Svátosti,exposition ofthe Blessed Sacrament
5525,svátostný,sacramental
5526,svátostná zpověď,sacramental confession
5527,svatý,"Saint, haly"
5528,"svatý Jan St. John, also Midsummer (June 24) svatý Jiří the feast of St. George, celebrated on April 23, later 24, was a half-yearly term on which rents and rates became due, see also sv. Havel svatý Martin","the feast of St. Martin, celebrated on November 11, was a term on which rents from vineyards became due"
5529,svědčit pod přísahou,to testify under oath
5530,svědectví,testimony
5531,písemné svědectví,testimonial letter
5532,svědek,witness
5533,přísežný svědek,swom witness
5534,svedení,seducement
5535,svedení pod slibem manželství,seduction
5536,svéprávnost,"capacity (law), capability, ability"
5537,svést,to seduce
5538,Starý svět,Old World
5539,světadíl,continent
5540,svoboda tisku,freedom of the press
5541,svobodné zednářství,see zednářství
5542,svolení,"subst. consent, agreement"
5543,otcovské (rodičovské) svolení k sňatku nezletilé nevěsty,patemal (parental) consent to the marriage ofunder age bride (hist.)
5544,svolit,"to consent, to agree"
5545,svrchupsaný,"(= ,,written above"") aforementioned, said"
5546,svršky,"chattels (hist.), movable effects"
5547,Syn člověka,the Son of Man
5548,synovec,nephew
5549,synovkyně,niece on one's brother side (hist.)
5550,synovský,filial
5551,šábes,Sabbath
5552,šacéř,see biřic
5553,šacovat,"to estimate, to size up (e. g. a value of a farmstead)(hist.)"
5554,šacunk,"survey, estimation (hist.)"
5555,šafář,steward (hist.)
5556,šarže,see hodnost
5557,šatlava,local magistrate's or manor jail (hist.)
5558,šavle,sabre
5559,šek,checque/check
5560,šelak,shellac
5561,šenkovna,see šenk
5562,šenkýř,"tapster, tavemer (hist.), innkeeper (male)"
5563,šenkýřka,"tapster, tavemer (hist.), innkeeper (fema- le)"
5564,šerm,"fencing, swordmanship"
5565,šermíř,"fencer, swordsman"
5566,šerpa,sash
5567,šibenice,gallows
5568,šibřinky,village or Sokol masked ball
5569,šílenství,"madness, mania"
5570,širočina,broad axe
5571,škamna,school bench (hist.)
5572,škola,subst. school
5573,normální škola,normal school
5574,obecná škola,"(=,,common, general school"") see národní škola"
5575,průmyslová škola,technical college
5576,školou povinný,of school-age
5577,vojenská škola,see kadetní škola
5578,vysoká škola,"college, university"
5579,školák,see žák
5580,školka,see mateřská škola
5581,školné,school-fees
5582,školní,adj. school
5583,školní budova,"school (building), schoolhouse (in countryside)"
5584,školní katalogy,school catalogues
5585,školník,"school servant, caretaker, janitor"
5586,školský,educational
5587,šlak,see krvácení mozkové
5588,šlechta,"nobility, aristocracy, peerage"
5589,nižší šlechta,"gentry, knightage and baronetcy"
5590,šlechtická hrdost,nobiliary pride
5591,šlechtictví,nobility
5592,šlechtična,noblewoman
5593,šlechtitel,"breeder, cultivator, improver"
5594,šmukýř,hat decorator
5595,špendlíkář,pinmaker
5596,šperk,see klenot
5597,šperkař,jewel-maker
5598,špice,per pile transposed (heral.)
5599,špitál,"infirmary (hist., co!!.)"
5600,špión,"see špeh, see also vyzvědač"
5601,štěpnice,"(apple) orchard, garden nursery"
5602,štěrkař,gravel-chipper
5603,štít,"1. shield (heral.) 2. coat-of-arms, escutcheon"
5604,srdeční štítek,heart shield (heral.)
5605,štoček,process-block (lib.)
5606,štok,butt
5607,štola,gallery (in mine)
5608,štolba,"equerry, groom"
5609,štoudev,vat
5610,štuk,stucco
5611,štukatér,"stuccoer, modeller in stucco"
5612,štvanice,"hunt, chase"
5613,Štýrsko,Styria
5614,švadlena,"seamstress, see also krejčová"
5615,švagr,brother-in-law
5616,švagrová,sister-in-law
5617,švagrovství,affinity (impediment to marriage)
5618,švec,"shoemaker, see also příštipkář"
5619,tabáčník,"tobacconist, see also trafikant"
5620,tabák,tobacco
5621,tabela,schedule
5622,tábor lidu,"rally, festival"
5623,Táborita,Taborite
5624,tahoun,"workhorse, draught-horse"
5625,tajemství,subst. secret
5626,talent,see nadání
5627,talentovaný,see nadaný
5628,talmud,Talmud
5629,tanec,dance
5630,táta,daddy (co!!.)
5631,tavírna,foundry
5632,taxa,see poplatek
5633,být těhotný s,to be pregnant by
5634,technik,"technologist, engineer, operator"
5635,zubní technik,dental technician
5636,testátor,see pořizovatel závěti
5637,testátorka,see pořizovatelka závěti
5638,teta,1. aunt 2. gammer
5639,tetanus,tetanus
5640,těžařstvo,mining company (hist.)
5641,tchán a tchyně,parents-in-law
5642,tchyně,mother-in-law
5643,tichý,"silent, quiet, low"
5644,tichá mše,low mass
5645,titul na hřbetě/vazbě knihy,titling/labeling on the back/cover of a book (lib.)
5646,titulární,adj. titular
5647,titulář,"1. formulary of titles (= titling register),(dipl.)	2. titular head (e.g. bishop)"
5648,titulatura,titling
5649,tkaničář,"maker of tapes, laces and strings"
5650,tlumočit,to interpret
5651,tlumočník,interpreter
5652,tlustý krk,see nemoci štítné žlázy
5653,tolerance,see snášenlivost
5654,torzo,"torso, fragment"
5655,totalitní,totalitarian
5656,totalitní režim,totalitarian regime
5657,Tovaryšstvo Ježíšovo,Society of Jesus
5658,tráva,grass
5659,trávení,see otrava (hist.)
5660,trávník,1. grass 2. see půda 4.
5661,trest,"penalty, punishment"
5662,trestní orgány,the courts
5663,trestní oznámení,complaint (legal)
5664,trestní zákonník,penal/criminal code/law
5665,Trojice,Trinity
5666,trombóza,thrombosis (med.)
5667,trubač,trumpeter
5668,truhla,chest
5669,moučná truhla,see moučníce (hist.)
5670,truhlář,"cabinet-maker, joiner"
5671,uprázdněný trůn,vacant throne
5672,trůnní,adj. throne
5673,trůnní právo,law of succession
5674,tryzna,commemoration/funeral ceremony
5675,smuteční tryzna,see tryzna
5676,tržiště,market-place
5677,tržní,see trhový
5678,třesavka,see zimnice and tyfus břišní
5679,třetina,third (part)
5680,třetinnice,see malárie třídenní
5681,třetnice,see malárie třídenní
5682,Tři Králové,"Epiphany (January 6), also the Magi"
5683,třída,class
5684,tuberkulóza,tuberculosis
5685,tur,ox (hist.)
5686,tvrdý vřed,see příjice
5687,týden,week
5688,Pašijový týden,"Passion Week, see also Svatý týden"
5689,"Svatý týden Holy Week, see also Pašijový týden velikonoční týden","Baster Week, see also Pašijový týden and Svatý týden"
5690,týdenní,weekly
5691,učedník,see učeň
5692,učeň,"apprentice, trainee"
5693,učenec,scholar
5694,učení,university
5695,vysoké učení technické,polytechnic
5696,České vysoké učení technické,"formerly Bohemian Polytechnic Institute, presently Czech Technical University (in Prague)"
5697,učený,"leamed, scholarly, scholastic"
5698,účet,"1. account 2. bill, invoice"
5699,účetní,"1. adj. book-keeping, accounting 2. subst."
5700,účetnictví,book-keeping
5701,jednoduché účetnictví,book-keeping by single entry
5702,podvojné účetnictví,book-keeping by double entry
5703,učit,see vyučovat
5704,hlavní učitel,head teacher
5705,učitelka,"teacher (female), mistress, schoolmistress"
5706,industriální učitelka,teacher/schoomistress of needlework
5707,učitelský ústav,"(= ,,Institute for teachers"") teachers training college"
5708,účtárna,book-keeping department
5709,uhlák,1. anthrax (med.) 2. see uhlíř (hist.)
5710,uhlí,coal
5711,ležet úhorem,to lie fallow
5712,úhrn,sum
5713,ucházet se,"1. to sue for, to woo 2. to pretend"
5714,ujec,uncle (on one's mother side) (hist.)
5715,ujímání,see kolika střevní
5716,ujmout se ,1. to take hold of(a farm)2. to take up (a command) 3. to take charge of(a person)
5717,ujmout se gruntu,to take a hold of a farm (hist.)
5718,úkladný,devious
5719,úkladná vražda,"assassination, premeditated/ wilful murder (law term)"
5720,Ukřižování Páně,Crucifixion of Our Lord
5721,umělec,"artist, craftsman (male) uměleckohistorický art-historical uměleckoprůmyslový adj. applied-arts"
5722,uměleckoprůmyslová škola,see škola
5723,umělecký,artistic
5724,umělecká řemesla,arts and crafts
5725,jméno umrlého,name of deceased (hist.)
5726,úmrtí,see smrt
5727,umrznout,see zmrznout
5728,umřít,see zemřít
5729,umučení,"martyrdom, torture"
5730,únos,kidnapping
5731,Umučení (Ježíše Krista),see pašije
5732,upálení,buming
5733,úpis,credít paper
5734,dlužní úpis,"bill (acknowledging an obligation to pay money), promissory note"
5735,uplynulý,elapsed
5736,upomínka,reminder
5737,urbář,land and duties regíster (dipl.)159
5738,úroda,"crop, harvest, yíeld"
5739,úrodný,"1. fertile 2. productive, fecund"
5740,úrok,interest (economics)
5741,nést úroky,to yield interest
5742,urozenost,noble/gentle birth
5743,uršulinka,Ursuline
5744,úřad,"1. office 2. lignity, office, rank"
5745,báňský úřad,mining office
5746,farní úřad,1. parish office 2. curacy
5747,krajský úřad,see krajský
5748,městský úřad,see městský
5749,nejvyšší dvorské úřady,"Supreme Court Offices, see Supplement III."
5750,nejvyšší zemské úřady,"Supreme Land Offices, see Supplement III."
5751,obecní úřad,see obecní
5752,okresní úřad,see okresní
5753,úředně kontrolovat,to attest
5754,úřední cena,assize
5755,úřední cestou,through official channels
5756,úřední listina,instrument (document)
5757,úřednický,clerical
5758,úřednictvo,"officials, clerical workers"
5759,úředníci zemského soudu,"Land Court Officers, see Supplement III."
5760,státní úředník,state servant
5761,usadit,to settle
5762,usedlík,"resident, habitant"
5763,usedlost,messuage
5764,hospodářská usedlost,see grunt
5765,usedlý,settled
5766,uskřinutí střev,see neprůchodnost střev
5767,usmrtit,see zabít
5768,usnout v Pánu,"(=,,to get sleep in God"") to pass away with the Lord (hist.)"
5769,úspory,savings
5770,ústav pro choromyslné,see blázinec
5771,ústav šlechtičen,foundation for noble ladies
5772,ústava,constitution
5773,uštknutí (hadem),poisonous (of serpent)
5774,utečenec,refugee
5775,úterý,Tuesday
5776,masopustní úterý,Shrove Tuesday (the end of Carnival)
5777,uzavřít manželství,to enter into marriage
5778,užívat,to use
5779,užívat společně,to pool
5780,uživit,"to sustain, to maintain"
5781,vačkář,pouch maker
5782,vada,defect
5783,dědičná vada,see vrozená vada
5784,vrozená vada,inbom defect
5785,valcíř,roller
5786,valchář,fuller
5787,válka,war
5788,vandrovat,to wander (as ajoumyman)(hist.)
5789,vandrovní knížka,see vandrovní list
5790,vánoční doba,Christmastide
5791,vánoční gratulace,see vánoční pozdrav
5792,vánoční pozdrav,Christmas card
5793,várka,"subst. brew, brewing"
5794,várečný,1. brewing 2. priviledged/licensed to brew
5795,vazalství,"1. vassalage, homage, see also manství"
5796,vazba,see knižní vazba
5797,včela,bee
5798,včelař,bee-keeper
5799,včelařství,"bee-keeping, apiculture"
5800,vdaná,"married woman (lady, Mrs.)"
5801,vdavky,wedding (ofwoman)
5802,vdova,widow
5803,vdovec,widower
5804,vdovský,"widow's, vidual"
5805,věčnost,eternity
5806,věčný,"1. everlasting, etemal, timeless"
5808,věčný odpočinek,etemal rest
5809,věda,science
5810,vědec,"scientist, scholar"
5811,vědecký,"scientific, scholarly"
5812,vědecká práce,scholarship
5813,vědecká rada,academic board
5814,vědecký pracovník,research/scientific worker
5815,vědomost,knowledge
5816,vědro,1. hogshead (cubic measure)(metrol.)
5817,vejchysta,see výbava
5818,vejminek,1. peasanťs pension or any reservation in kind (reservation-deed)(hist.) 2. fiat of grandparents (hist.)163
5819,vejminkář,retired-peasant/farmer (hist.)
5820,vejrunk,see gruntovní peníze
5821,na věky věků,in eternity
5822,věku svého majíce,being of age
5823,věkovitý,time-honoured
5824,velebný,reverend
5825,veletucet,gross (unit of calculation = 144 pieces)
5826,velezrada,(high) treason
5827,veličenstvo,majesty
5828,Velikonoce,"subst. Easter, Pasch"
5829,velkostatek,"(country) estate, manor (hereditary)"
5830,velkostatkář,"owner of an estate, landowner, lord ofthe manor"
5831,venkovanka,country woman
5832,venkovský,"country, rustic, rural"
5833,vepřové (maso),pork (meat)
5834,věrnost,"1. faithfulness, allegiance"
5835,verštat,see dílna
5836,verštatník,worker in a workshop
5837,český věrtel,"Bohemian věrtel(= 1/4 of Bohemian korec= 4 měřičkas = 12 pint= 23,3961) vídeňský věrtel Viennese věrtel(= 1/4 of Viennese měřice= 2 Viennese achtls = 15,3721)"
5838,věřit (v Boha),"to believe (in God), to trust"
5839,zaniklá ves,disappeared village
5840,věstník,bulletin
5841,věštba,"oracle, divination"
5842,veterán,veteran
5843,veterinář,veterinary surgeon
5844,vetešnice,"junk dealer, second-hand dealer, wardrobe dealer (female)"
5845,vetešník,"junk dealer, second-hand dealer, wardrobe dealer (male)"
5846,Vévodství těšínské,Duchy ofTeschen
5847,vidimus,inspeximus (dipl.)
5848,vidlák,see hnisavý zánět podkožní tkáně
5849,zprostit viny,to exculpate
5850,viničný,acij. vineyard
5851,viník,"culprit, offender (male)"
5852,vinit,"to indict, to incriminate"
5853,vinný  ,guilty (male)
5854,víno,wine
5855,vinš,congratulation (hist.)
5856,vizitace,visitation
5857,vizum,visa
5858,vklad,1. entry 2. deposit 3. share
5859,vladyka,member of Bohemian gentry in medieval period164
5860,státní vlajka,state flag
5861,vlak,train
5862,vlásenkář,see parukář
5863,stará vlast,mother land (for emmigrants)
5864,vlastivěda,local/national history and geography
5865,vlastnictví,"proprietorship, ownership, tenure, de- mesne"
5866,mít půdu ve vlastnictví,to hold land in demesne
5867,vlastník,"proprietor, owner, see also majitel, majetník and držitel"
5868,vlastník pozemku,freeholder
5869,vlastnit,"to own, to possess, to hold"
5870,vlastnost,"attribute, quality (in the case of parish registers title of rubric, asking if any person is single, married or widowed)"
5871,vlna,1. wool 2. wave
5872,vlnařství,wool-working industry
5873,vloni,last year
5874,voda na plicích,"(=,,water on lungs"") ascites of lungs (med.)"
5875,vodnatelnost,"dropsy, ascites, hydrops (med.)"
5876,vojákovat,to be in the service of armed forces
5877,vojenský,military
5878,vojín,private (soldier)
5879,vojna,see vojenská služba
5880,jít na vojnu,to join the army
5881,sloužit na vojně,"to perform a military service, to serve in the military service"
5882,vojsko,"army, troops, soldiery"
5884,volby,"elections, ballot, voting"
5885,volební,electoral
5886,volič,voter
5887,voňavkář,perfumer
5888,vorař,"raftsman, rafter"
5889,voroplavba,"rafting, see also plavení"
